latitude,longitude,walkscore,bikescore,transitscore
44.93303,-93.15572,61,68,null
44.94573,-93.14893,76,77,null
44.91821,-93.14348,52,68,null
44.93315,-93.14129,51,55,null
44.9912,-93.13251,24,44,null
44.94637,-93.12171,83,63,null
44.98535,-93.07821,40,54,null
44.97943,-93.05441,60,73,null
44.94306,-93.0238,32,54,null
44.97052,-92.96423,42,null,null
44.98429,-92.95623,1,null,null
45.01049,-92.94378,2,null,null
44.93119,-92.93752,7,null,null
44.9068,-92.93524,2,null,null
44.93979,-92.89159,30,null,null
44.92715,-92.88833,4,null,null
44.91119,-93.18445,63,57,null
44.90985,-93.18359,52,53,null
44.94504,-93.17911,78,78,null
44.9257,-93.16582,66,64,null
44.98956,-93.15562,63,57,null
44.97326,-93.1428,36,72,null
44.94298,-93.12675,87,68,null
44.96955,-93.11116,63,53,null
44.99834,-93.0981,24,null,null
44.99332,-93.09497,35,null,null
44.98907,-93.08118,17,51,null
45.03065,-93.05136,9,null,null
44.9487,-93.03246,45,48,null
44.98092,-93.01655,20,53,null
44.96374,-93.0073,41,63,null
45.03124,-93.00617,47,null,null
44.90954,-92.97592,23,null,null
45.01994,-92.9577,1,null,null
44.91474,-92.9563,17,null,null
44.97071,-92.9557,33,null,null
44.93337,-92.95342,38,null,null
44.93046,-92.9175,7,null,null
44.89998,-92.8909,1,null,null
44.90677,-93.18778,41,61,null
44.9908,-93.14091,59,53,null
44.98007,-93.13281,25,61,null
44.94663,-93.11258,77,76,null
44.97705,-93.11219,55,50,null
44.95549,-93.04722,40,54,null
44.98945,-93.02074,67,62,null
44.98634,-93.01815,53,63,null
45.0111,-93.01692,12,null,null
44.97303,-93.01317,22,52,null
44.92249,-93.00715,2,29,null
45.00258,-92.98248,14,null,null
44.98604,-92.97604,5,null,null
44.97595,-92.94986,9,null,null
44.91413,-92.93207,47,null,null
45.01752,-92.86367,10,null,null
44.9291,-93.19015,51,75,null
44.97605,-93.18876,60,76,null
44.91261,-93.18614,72,63,null
44.96506,-93.17968,46,76,null
44.90232,-93.15996,51,60,null
44.92932,-93.15028,64,68,null
44.96019,-93.14017,67,62,null
44.97116,-93.13351,41,60,null
44.94821,-93.1268,84,60,null
44.9767,-93.09873,57,65,null
45.00487,-93.07875,18,null,null
44.98408,-93.07642,53,56,null
45.01071,-93.0377,25,null,null
44.94736,-93.03239,31,43,null
44.96558,-93.02766,47,46,null
44.99855,-93.00715,30,null,null
44.96389,-92.99965,33,null,null
44.95583,-92.9679,41,null,null
44.90151,-92.96332,15,null,null
44.97315,-92.96286,21,null,null
44.94179,-92.94941,40,null,null
45.0316,-92.94284,0,null,null
44.9318,-92.90846,14,null,null
45.01341,-92.90506,0,null,null
44.9412,-92.8929,39,null,null
44.9274,-92.88815,4,null,null
44.91323,-93.16971,40,45,null
44.92318,-93.16309,66,63,null
44.96137,-93.15239,53,69,null
44.98806,-93.14392,58,67,null
44.92172,-93.14074,56,66,null
44.94291,-93.12896,87,67,null
44.93205,-93.08733,74,53,null
44.9681,-93.08552,60,67,null
44.98133,-93.02566,59,58,null
44.94492,-93.01351,51,68,null
44.92337,-92.99871,9,null,null
45.02025,-92.98126,37,null,null
45.0192,-92.95812,1,null,null
44.96565,-92.9511,34,null,null
44.94109,-92.94725,41,null,null
44.93886,-92.90243,44,null,null
44.90121,-92.89923,8,null,null
44.91134,-92.88637,5,null,null
44.90272,-92.87329,8,null,null
44.90279,-92.87329,8,null,null
44.92884,-92.87325,0,null,null
45.01081,-92.86622,12,null,null
44.92704,-93.15336,75,64,null
44.92615,-93.14246,55,67,null
44.92161,-93.13133,59,77,null
44.92484,-93.128,64,83,null
44.98707,-93.08262,28,60,null
45.08642,-93.06363,0,null,null
44.97662,-93.03837,66,69,null
45.01473,-93.03383,19,null,null
45.03484,-93.02951,48,null,null
44.96301,-93.0288,43,52,null
44.96301,-93.02827,43,52,null
44.98329,-93.02047,52,61,null
45.00559,-93.0164,31,null,null
44.99177,-93.01455,47,null,null
44.98815,-92.99741,10,null,null
45.00831,-92.96065,8,null,null
44.99259,-92.95216,5,null,null
44.96187,-92.93109,14,null,null
44.99041,-92.914,0,null,null
44.89888,-92.88534,2,null,null
44.91414,-93.18022,65,53,null
44.90704,-93.17563,43,31,null
44.93071,-93.14975,57,68,null
44.94846,-93.14872,67,74,null
44.96036,-93.14785,55,66,null
44.95121,-93.13853,72,59,null
44.92525,-93.13819,65,62,null
44.96579,-93.01259,36,59,null
44.90803,-92.96946,22,null,null
44.90438,-92.93199,2,null,null
44.92496,-92.92841,30,null,null
44.91173,-92.87737,9,null,null
44.90268,-92.87329,8,null,null
44.9353,-93.17832,74,71,null
44.95668,-93.15882,84,79,null
44.94389,-93.15246,67,79,null
44.94951,-93.14017,73,58,null
44.9372,-93.11155,63,72,null
44.97521,-93.0965,46,66,null
44.92378,-93.07145,35,25,null
44.99032,-93.07142,19,43,null
44.94973,-93.0467,37,52,null
44.97641,-93.00914,6,48,null
44.98971,-92.99967,19,null,null
44.95152,-92.97262,10,null,null
44.89553,-92.95334,4,null,null
44.9429,-92.9243,59,null,null
44.89312,-92.92182,12,null,null
44.94296,-92.89952,53,null,null
44.93361,-92.88653,2,null,null
44.89437,-92.88488,1,null,null
44.91443,-92.87415,5,null,null
44.90327,-92.87207,11,null,null
44.90188,-93.17242,69,54,null
44.94491,-93.14502,79,74,null
44.97665,-93.11242,54,51,null
44.94276,-93.1121,65,63,null
44.9673,-93.10221,65,53,null
44.96296,-93.05532,60,63,null
44.95515,-93.0469,40,54,null
45.01668,-93.03757,11,null,null
44.97449,-93.02667,46,48,null
44.96973,-93.02329,50,46,null
44.96599,-93.02294,44,52,null
44.96709,-93.01126,34,57,null
44.97975,-92.96791,3,null,null
44.98201,-92.96616,2,null,null
44.9902,-92.93027,1,null,null
44.89879,-92.92581,10,null,null
44.92288,-92.92078,13,null,null
44.8984,-92.8777,5,null,null
44.97885,-93.2005,53,71,null
44.91245,-93.18561,72,63,null
44.96619,-93.17835,52,77,null
44.965,-93.17396,67,77,null
44.93792,-93.14182,86,71,null
44.95402,-93.1413,78,64,null
44.97193,-93.14069,41,68,null
44.98898,-93.13579,32,50,null
44.97119,-93.13566,38,58,null
44.96225,-93.13114,64,68,null
44.9396,-93.12589,87,74,null
44.94793,-93.11269,79,71,null
44.96921,-93.06487,81,73,null
44.95412,-93.06229,57,60,null
44.97594,-93.05121,61,71,null
44.97457,-93.0385,61,68,null
45.00893,-93.03667,29,null,null
44.94577,-93.03131,19,32,null
44.90542,-93.00115,16,null,null
44.98376,-93.00048,4,null,null
44.92705,-92.99275,10,null,null
44.9548,-92.97985,18,null,null
45.01668,-92.97607,10,null,null
44.9075,-92.97421,19,null,null
44.98401,-92.96491,4,null,null
45.01924,-92.95534,1,null,null
44.93555,-92.92774,55,null,null
44.93566,-92.92311,21,null,null
44.88077,-92.91846,1,null,null
44.93578,-92.91426,27,null,null
44.91406,-92.87644,7,null,null
44.92438,-93.14131,61,64,null
44.92438,-93.13937,62,62,null
44.94161,-93.10286,88,74,null
44.92137,-93.10074,71,45,null
44.98984,-93.08111,17,51,null
44.98438,-93.07962,36,53,null
44.96305,-93.07823,76,79,null
45.00356,-93.04129,34,null,null
44.96752,-93.01549,34,53,null
44.96058,-93.01543,37,58,null
44.92737,-93.0,17,null,null
44.97632,-92.99874,8,null,null
44.93912,-92.97785,30,null,null
45.00192,-92.97444,10,null,null
44.89178,-92.96595,4,null,null
44.91637,-92.94604,23,null,null
44.93309,-92.92312,24,null,null
44.90591,-92.91945,3,null,null
44.94365,-92.89961,53,null,null
44.93978,-92.89164,30,null,null
44.91718,-92.88575,9,null,null
44.92822,-93.16309,73,67,null
44.97164,-93.15924,39,54,null
44.98763,-93.14119,46,63,null
44.9261,-93.13364,69,69,null
44.99024,-93.12834,18,41,null
44.97783,-93.11473,52,51,null
44.9415,-93.11467,63,65,null
44.98114,-93.11165,50,47,null
44.92642,-93.07623,64,46,null
44.97904,-93.07496,77,53,null
44.99776,-93.06719,13,null,null
44.98417,-93.04045,54,65,null
44.95371,-93.03778,36,36,null
44.96927,-92.96446,42,null,null
45.0113,-92.96357,9,null,null
44.96781,-92.9509,29,null,null
44.91926,-92.95003,30,null,null
44.89497,-92.94849,6,null,null
44.9604,-92.94107,24,null,null
44.92379,-92.93622,38,null,null
44.94852,-93.49811,24,null,null
44.9353,-93.19201,51,79,null
44.93002,-93.18971,52,71,null
44.92979,-93.16077,69,69,null
44.92916,-93.13642,60,71,null
44.92894,-93.13197,65,70,null
44.92816,-93.13052,69,74,null
44.98535,-93.12847,25,42,null
44.98388,-93.11362,51,43,null
44.98415,-93.10703,69,53,null
44.92502,-93.10175,63,64,null
44.92304,-93.08352,48,35,null
45.02129,-93.04598,17,null,null
44.98377,-93.0394,35,54,null
44.97683,-93.0293,57,53,null
45.00582,-92.97791,18,null,null
44.96976,-92.97719,35,null,null
44.96794,-92.96762,43,null,null
44.99317,-92.94755,14,null,null
44.89157,-92.93458,5,null,null
44.91273,-92.93388,38,null,null
44.9074,-93.18775,41,61,null
44.93792,-93.18233,75,72,null
44.95403,-93.1696,83,78,null
44.93402,-93.16116,67,67,null
44.98734,-93.15804,56,55,null
44.95655,-93.13095,84,72,null
44.97026,-93.1302,49,61,null
44.94143,-93.12505,84,73,null
44.96938,-93.10265,64,55,null
44.94173,-93.10225,87,71,null
44.9943,-93.09393,35,null,null
44.92447,-93.09255,44,34,null
44.99946,-93.08152,22,null,null
44.98787,-93.04298,38,57,null
44.96796,-92.96568,46,null,null
44.91276,-92.93059,35,null,null
44.96063,-92.92453,0,null,null
44.93711,-92.88882,11,null,null
44.95683,-93.19875,45,68,null
44.91443,-93.17062,44,46,null
44.95655,-93.15272,76,75,null
44.97261,-93.1438,37,73,null
44.974,-93.14379,37,71,null
44.9223,-93.1425,53,64,null
44.95671,-93.14138,81,67,null
44.99326,-93.06626,22,null,null
44.95973,-93.02412,48,54,null
44.91322,-92.99523,1,null,null
44.92623,-92.99181,10,null,null
45.01495,-92.98126,42,null,null
45.00356,-92.97524,8,null,null
44.91208,-92.97232,27,null,null
44.95528,-92.95218,25,null,null
44.98301,-92.94593,3,null,null
44.97133,-92.92038,0,null,null
44.94623,-92.91715,48,null,null
44.91659,-92.91333,13,null,null
44.93264,-92.9131,13,null,null
44.92673,-92.89646,7,null,null
44.92637,-93.19278,50,81,null
44.93075,-93.17963,56,71,null
44.98559,-93.15565,47,67,null
44.92966,-93.10345,42,45,null
44.93025,-93.09258,54,56,null
44.97665,-93.08508,57,59,null
44.97667,-93.08288,64,56,null
44.98528,-93.07643,46,58,null
44.98734,-93.06977,42,54,null
44.97745,-93.05718,70,68,null
44.95581,-93.03567,31,37,null
44.92129,-93.00076,8,null,null
45.00369,-92.98331,9,null,null
45.02317,-92.98221,37,null,null
44.94469,-92.98115,23,null,null
45.01863,-92.96384,9,null,null
45.01832,-92.95738,1,null,null
44.87228,-92.95169,0,null,null
44.91928,-92.94723,31,null,null
44.92468,-92.94703,26,null,null
44.90808,-92.94403,7,null,null
44.89195,-92.93243,5,null,null
44.91384,-92.93019,21,null,null
44.87956,-92.91662,0,null,null
44.89829,-92.91235,11,null,null
44.94096,-92.90186,51,null,null
44.93738,-93.17265,75,72,null
44.93705,-93.15888,64,69,null
44.9567,-93.15498,77,77,null
44.93272,-93.15159,52,65,null
44.94537,-93.14619,79,73,null
44.94586,-93.13594,83,63,null
44.99699,-93.0964,28,null,null
44.95008,-93.09574,96,54,null
44.9246,-93.07333,47,36,null
45.03273,-93.03475,38,null,null
44.94389,-92.99352,13,null,null
45.02671,-92.981,24,null,null
45.00629,-92.97237,10,null,null
44.90584,-92.96742,20,null,null
44.97512,-92.95724,14,null,null
44.93724,-92.94463,50,null,null
44.96141,-92.93197,22,null,null
44.90398,-92.9297,5,null,null
44.89496,-92.92434,13,null,null
44.95296,-92.90793,5,null,null
44.94222,-92.89507,46,null,null
44.90104,-92.88507,2,null,null
44.91912,-93.17665,62,61,null
44.985,-93.157,49,64,null
44.93585,-93.15452,65,69,null
44.91806,-93.15417,35,46,null
44.99033,-93.15396,58,52,null
44.95745,-93.15048,71,72,null
44.92306,-93.13202,66,71,null
44.98037,-93.11343,45,47,null
44.9915,-93.10885,67,56,null
44.98661,-93.08336,26,63,null
44.97576,-93.08156,69,52,null
44.92783,-93.08138,75,40,null
44.98736,-93.02818,70,58,null
44.97909,-93.02225,41,56,null
44.96933,-93.01441,37,51,null
44.9646,-93.00532,40,63,null
45.00193,-92.98104,20,null,null
44.95903,-92.96785,45,null,null
45.02289,-92.95541,1,null,null
44.96697,-92.95146,34,null,null
44.92645,-92.93753,34,null,null
44.99087,-92.9338,2,null,null
44.93009,-92.92224,4,null,null
44.90909,-92.91255,7,null,null
44.94209,-92.8949,46,null,null
44.90078,-92.88367,5,null,null
44.94686,-93.15399,65,83,null
44.93796,-93.15058,78,72,null
44.92127,-93.14254,53,64,null
44.93753,-93.10964,65,69,null
44.9506,-93.09328,97,57,null
44.99796,-93.09082,27,null,null
44.96924,-93.06244,80,74,null
45.03184,-93.03298,50,null,null
44.96229,-93.02746,44,52,null
44.9675,-93.01633,38,52,null
45.00425,-92.98373,9,null,null
44.91179,-92.98062,18,null,null
45.02071,-92.96777,11,null,null
44.90465,-92.96688,17,null,null
44.88699,-92.94985,11,null,null
45.0118,-92.93054,0,null,null
44.8773,-92.9165,0,null,null
44.90006,-92.88351,4,null,null
45.00996,-92.88215,8,null,null
44.90336,-92.87308,11,null,null
44.98319,-93.20122,63,71,null
44.96186,-93.15311,45,65,null
44.96549,-93.14605,43,62,null
44.9223,-93.14255,53,64,null
44.96762,-93.11092,62,57,null
44.93161,-93.09936,34,46,null
44.94496,-93.095,96,64,null
44.97191,-93.06363,78,64,null
44.97041,-93.05394,47,59,null
44.95928,-93.02451,48,54,null
44.92221,-93.00001,6,null,null
44.96464,-92.99959,33,null,null
44.94702,-92.99557,10,null,null
44.96979,-92.99206,30,null,null
45.00179,-92.97151,9,null,null
44.90954,-92.94505,9,null,null
44.90084,-92.94044,3,null,null
45.00827,-92.9377,1,null,null
44.93065,-92.93532,14,null,null
44.92773,-92.92461,12,null,null
44.95401,-92.91079,0,null,null
44.9408,-92.90172,49,null,null
44.93512,-92.88558,2,null,null
44.89805,-93.18229,34,44,null
44.98388,-93.16601,62,58,null
44.93264,-93.15159,52,65,null
44.95745,-93.13311,76,67,null
44.99325,-93.12344,12,null,null
44.96811,-93.11092,62,55,null
44.95237,-93.0907,94,60,null
44.97461,-93.02643,46,48,null
44.9661,-92.95135,34,null,null
44.91282,-92.9339,38,null,null
44.93591,-92.93011,62,null,null
44.92083,-92.90781,13,null,null
44.94224,-92.89462,46,null,null
44.94586,-93.16152,75,80,null
44.98323,-93.13735,28,66,null
44.95017,-93.13431,70,58,null
44.9619,-93.08334,56,63,null
44.97018,-93.07225,86,73,null
44.9202,-93.07157,33,32,null
45.0022,-93.06627,9,null,null
44.95328,-93.06398,52,60,null
44.97924,-93.06318,76,64,null
44.98183,-93.06191,63,76,null
44.94782,-93.03081,37,45,null
44.98374,-93.0261,65,61,null
44.98375,-93.0145,27,58,null
45.03295,-93.00026,15,null,null
44.97812,-92.97387,3,null,null
44.91177,-92.9736,27,null,null
44.90566,-92.97115,18,null,null
44.98571,-92.96756,5,null,null
44.91109,-92.96693,25,null,null
44.90808,-92.95227,6,null,null
44.92088,-92.95217,40,null,null
44.88594,-92.94958,10,null,null
44.90629,-92.93588,2,null,null
44.9214,-93.19058,80,77,null
44.96089,-93.16992,84,80,null
44.9451,-93.16786,82,79,null
44.95655,-93.15226,76,75,null
44.95783,-93.13163,79,69,null
44.96095,-93.1287,74,71,null
44.94381,-93.11708,80,75,null
44.93328,-93.08756,71,49,null
44.98729,-93.08372,25,62,null
44.95688,-93.03725,36,37,null
44.94649,-93.02169,32,57,null
44.95875,-93.01869,47,60,null
44.97817,-93.01564,18,50,null
44.98837,-93.01026,11,53,null
44.95449,-93.00574,49,70,null
44.92669,-93.00237,19,null,null
44.90873,-92.97625,21,null,null
44.90211,-92.96576,16,null,null
44.96491,-92.9656,55,null,null
44.97479,-92.9555,14,null,null
44.94226,-92.95084,36,null,null
44.89408,-92.94581,7,null,null
44.93936,-92.9439,52,null,null
44.90013,-92.90845,11,null,null
44.89358,-92.90446,1,null,null
44.93992,-92.89189,30,null,null
44.90319,-92.88962,3,null,null
45.02584,-92.85942,12,null,null
44.94597,-93.17347,80,78,null
44.98991,-93.14975,71,60,null
44.95927,-93.13964,67,62,null
44.97981,-93.13672,27,64,null
44.96952,-93.12144,50,71,null
44.99544,-93.09478,31,null,null
44.98434,-93.08674,30,68,null
44.95231,-93.05668,56,59,null
45.03624,-93.03247,42,null,null
45.03184,-93.03127,56,null,null
44.9567,-93.0296,47,43,null
44.96433,-93.01988,37,57,null
44.98871,-93.01977,63,65,null
44.91502,-93.00504,7,27,null
44.90582,-92.99492,1,null,null
44.96328,-92.97635,34,null,null
44.89267,-92.8939,1,null,null
44.90091,-92.87365,6,null,null
44.96088,-93.16351,81,80,null
44.94405,-93.15798,70,80,null
44.96727,-93.1565,49,58,null
44.96278,-93.13037,64,68,null
44.9342,-93.11599,55,73,null
44.95144,-93.09396,95,53,null
44.97223,-93.0745,85,59,null
44.97551,-93.0637,79,54,null
44.96496,-93.05285,40,66,null
44.99346,-93.05072,13,null,null
44.96485,-93.03134,39,40,null
44.97953,-93.02347,46,51,null
44.91338,-93.00729,7,27,null
44.9565,-93.00727,40,70,null
44.91017,-92.97603,23,null,null
44.9585,-92.9746,24,null,null
44.89154,-92.96666,4,null,null
44.95316,-92.94901,20,null,null
44.92396,-92.93612,38,null,null
44.95196,-92.92287,9,null,null
44.87433,-92.92206,0,null,null
44.90925,-92.91973,4,null,null
44.90583,-92.88999,2,null,null
44.943,-93.18214,73,75,null
44.99082,-93.14033,59,53,null
44.93427,-93.13605,65,58,null
44.97158,-93.13369,41,60,null
44.99025,-93.13318,28,44,null
44.99184,-93.10967,63,null,null
44.95868,-93.0795,71,70,null
44.97279,-93.02165,40,47,null
44.98769,-93.02137,67,65,null
44.9818,-92.97805,28,null,null
44.90323,-92.9688,12,null,null
45.01492,-92.95616,0,null,null
44.94468,-92.94576,36,null,null
44.94291,-92.94566,39,null,null
44.89659,-92.88366,2,null,null
44.94461,-93.1367,84,67,null
44.98502,-93.12722,25,43,null
44.97814,-93.11241,55,50,null
44.97912,-93.08127,62,49,null
44.97856,-93.07136,76,54,null
44.95666,-93.0595,59,53,null
45.01628,-93.05645,16,null,null
44.98751,-93.05105,14,58,null
44.96419,-93.02357,44,53,null
44.98218,-93.01986,40,59,null
44.98766,-93.01805,58,64,null
44.96789,-93.01718,37,49,null
44.99127,-93.01247,29,54,null
44.9831,-92.97361,12,null,null
44.97365,-92.95344,18,null,null
44.91404,-92.93049,41,null,null
44.95499,-92.9117,0,null,null
45.0125,-92.87017,7,null,null
44.93086,-93.19237,44,77,null
44.90635,-93.18352,33,56,null
44.9048,-93.18119,39,52,null
44.94951,-93.13971,73,58,null
44.91974,-93.13282,51,72,null
44.97836,-93.11241,49,48,null
44.92523,-93.1016,63,64,null
44.92377,-93.07862,57,40,null
44.97523,-93.07635,80,46,null
44.99589,-93.04856,22,null,null
44.96602,-93.04252,34,53,null
44.94386,-93.02722,35,48,null
44.9056,-92.99854,2,null,null
44.97609,-92.97769,38,null,null
45.00077,-92.97443,10,null,null
44.98659,-92.96897,3,null,null
44.90636,-92.9684,22,null,null
44.90749,-92.96594,21,null,null
44.91304,-92.95849,17,null,null
45.02537,-92.95639,0,null,null
44.92207,-92.93107,58,null,null
44.89538,-92.87801,1,null,null
45.00852,-92.86359,16,null,null
44.98308,-93.19755,72,72,null
44.94717,-93.14209,75,64,null
44.92934,-93.13529,61,75,null
44.94278,-93.12913,87,67,null
44.92114,-93.10074,74,50,null
44.95413,-93.05657,56,55,null
44.98736,-93.027,71,58,null
44.96682,-93.0165,38,52,null
45.00565,-92.97187,4,null,null
44.95447,-92.92261,0,null,null
44.95224,-92.92215,14,null,null
44.9091,-92.91847,4,null,null
44.90538,-92.91762,3,null,null
44.95878,-92.90394,2,null,null
46.71329,13.63371,29,null,null
44.93529,-93.17872,74,71,null
44.92858,-93.15005,70,67,null
44.96322,-93.14343,55,65,null
44.94586,-93.13784,81,64,null
44.9674,-93.11288,59,59,null
44.93694,-93.11186,65,77,null
44.97661,-93.11091,60,51,null
44.9837,-93.07183,64,58,null
44.97108,-93.0522,46,60,null
45.00394,-93.0503,19,null,null
44.98222,-93.01426,21,55,null
44.95837,-93.01345,46,67,null
44.91111,-92.98303,14,null,null
44.90571,-92.97087,18,null,null
45.0186,-92.96742,9,null,null
44.90964,-92.96576,23,null,null
45.02042,-92.95491,2,null,null
44.9163,-92.94536,23,null,null
44.94503,-92.92,56,null,null
44.92913,-92.87862,1,null,null
44.92423,-92.87555,1,null,null
44.90121,-92.87352,6,null,null
44.90144,-93.18179,48,67,null
44.91262,-93.17069,42,43,null
44.94845,-93.15348,59,78,null
44.95718,-93.14705,79,73,null
44.93487,-93.13077,70,63,null
44.94082,-93.11654,70,65,null
44.98303,-93.10727,65,51,null
44.99595,-93.04047,30,null,null
44.98752,-93.02707,71,58,null
44.96819,-93.01627,37,49,null
44.92188,-93.00871,2,27,null
44.90872,-92.97625,21,null,null
44.95798,-92.97219,30,null,null
44.90583,-92.96738,20,null,null
44.93846,-92.94468,50,null,null
44.93598,-92.93047,64,null,null
44.90119,-92.89897,8,null,null
44.89479,-92.8788,1,null,null
44.93139,-93.18562,61,69,null
44.93075,-93.18091,62,72,null
44.92896,-93.15495,71,69,null
44.96858,-93.10272,64,54,null
44.98373,-93.06828,67,63,null
44.94874,-93.01025,61,76,null
44.90704,-93.0002,3,null,null
44.97689,-92.9922,34,null,null
44.96425,-92.97727,35,null,null
44.92504,-92.93866,32,null,null
44.92645,-92.92784,38,null,null
44.93318,-92.89953,7,null,null
44.89503,-92.88115,1,null,null
44.98765,-93.19727,58,62,null
44.94175,-93.17802,80,74,null
44.97432,-93.11092,63,51,null
44.9832,-93.10284,63,54,null
44.92464,-93.08816,46,35,null
44.95029,-93.03131,49,45,null
44.98481,-93.02857,63,56,null
44.96693,-93.02324,46,49,null
44.99329,-93.00354,13,null,null
44.97687,-92.98605,48,null,null
44.91086,-92.9833,14,null,null
45.00141,-92.9699,10,null,null
44.89275,-92.96105,5,null,null
44.97406,-92.96058,8,null,null
44.96214,-92.93176,17,null,null
44.91603,-92.92797,47,null,null
44.87343,-92.91551,0,null,null
44.89637,-92.88253,2,null,null
44.90068,-92.87387,6,null,null
44.96679,-93.1991,78,80,null
44.92415,-93.19371,65,82,null
44.96361,-93.17439,72,79,null
44.92781,-93.16224,72,67,null
44.96458,-93.15479,49,64,null
44.92856,-93.15118,71,67,null
44.92493,-93.15116,70,59,null
44.98032,-93.04378,66,73,null
44.9751,-93.02771,46,48,null
44.9321,-92.99801,16,null,null
45.02411,-92.9834,39,null,null
44.96975,-92.9772,35,null,null
44.96978,-92.97717,35,null,null
44.90841,-92.97602,21,null,null
45.00665,-92.97334,10,null,null
44.89482,-92.94765,6,null,null
44.96119,-92.94545,29,null,null
44.90363,-92.93449,3,null,null
44.94297,-92.92436,59,null,null
44.89787,-92.90517,11,null,null
44.91373,-92.89885,12,null,null
44.9164,-92.89287,11,null,null
44.91036,-92.88377,5,null,null
44.9031,-92.87188,8,null,null
44.90923,-92.87059,10,null,null
44.93061,-93.18607,61,69,null
44.90008,-93.18093,44,57,null
44.97938,-93.1654,61,65,null
44.92705,-93.15905,76,64,null
44.95281,-93.14858,72,75,null
44.92952,-93.1418,48,59,null
44.95745,-93.14108,77,65,null
44.94935,-93.13615,74,59,null
44.97353,-93.13215,45,67,null
44.94508,-93.11829,80,72,null
44.97565,-93.1123,54,51,null
44.9682,-93.08258,68,73,null
44.98927,-93.07556,26,52,null
44.9828,-93.07074,65,61,null
44.9952,-93.04813,22,null,null
44.98465,-93.02979,58,55,null
44.97574,-93.02771,47,50,null
44.98826,-93.02675,71,58,null
45.02597,-93.02237,42,null,null
44.98086,-93.02133,37,57,null
44.96976,-93.01622,39,49,null
45.00616,-92.97813,18,null,null
45.01742,-92.95708,0,null,null
44.9399,-92.94546,47,null,null
44.88244,-92.91973,2,null,null
44.91711,-92.91242,14,null,null
44.93016,-92.8989,6,null,null
44.943,-92.89838,53,null,null
44.91158,-93.18278,45,47,null
44.93402,-93.16269,69,68,null
44.98029,-93.13569,25,64,null
44.99107,-93.12705,18,38,null
44.98532,-93.11956,36,44,null
44.93689,-93.11687,55,79,null
44.98262,-93.11075,55,47,null
44.94349,-93.10956,75,64,null
44.96817,-93.10215,64,54,null
44.99675,-93.08746,27,null,null
44.97672,-93.0759,80,51,null
45.00628,-93.04678,28,null,null
44.95118,-93.03084,49,45,null
44.92864,-93.02083,4,27,null
44.96446,-93.01852,33,55,null
45.00667,-93.01792,34,null,null
44.94083,-92.94645,45,null,null
44.98839,-92.93086,1,null,null
44.87105,-92.92147,0,null,null
44.92374,-92.89223,13,null,null
44.90043,-92.86734,4,null,null
45.0177,-92.86511,10,null,null
44.95274,-93.17554,73,81,null
44.92864,-93.17261,61,70,null
44.95375,-93.16969,83,78,null
44.93691,-93.16492,71,71,null
44.97197,-93.15926,39,54,null
44.92398,-93.13517,66,63,null
44.9434,-93.13339,86,68,null
44.98938,-93.13186,20,41,null
44.95775,-93.04788,46,54,null
44.94218,-93.01902,14,51,null
44.99473,-93.01122,26,null,null
44.89715,-92.9562,3,null,null
44.90002,-92.95335,6,null,null
44.96695,-92.95263,34,null,null
44.91157,-92.94874,11,null,null
44.93906,-92.94302,56,null,null
44.91355,-92.94116,16,null,null
44.91716,-92.91504,14,null,null
44.91604,-92.90122,17,null,null
44.92289,-92.8909,11,null,null
44.90339,-92.87555,11,null,null
44.93514,-93.18912,56,67,null
44.99077,-93.15563,70,58,null
44.96664,-93.15348,40,59,null
44.965,-93.14298,38,63,null
44.94004,-93.12645,87,74,null
44.91304,-92.96497,27,null,null
44.89537,-92.87928,0,null,null
44.90922,-92.87132,10,null,null
44.9564,-93.20557,27,72,null
44.93603,-93.18345,71,72,null
44.96323,-93.15361,45,65,null
44.92488,-93.1385,65,62,null
44.97064,-93.11116,63,53,null
44.95709,-93.11071,87,75,null
44.92979,-93.09874,44,65,null
44.92955,-93.08746,70,40,null
44.97863,-93.07121,77,54,null
44.97194,-93.05135,45,64,null
45.01929,-93.02641,28,null,null
44.99879,-93.01391,28,null,null
45.02953,-93.00789,38,null,null
44.91108,-92.99758,1,null,null
45.025,-92.97303,16,null,null
44.90982,-92.9712,23,null,null
44.98274,-92.97024,3,null,null
44.96316,-92.96785,41,null,null
45.00815,-92.96063,9,null,null
44.91826,-92.95157,36,null,null
44.97344,-92.95124,16,null,null
44.89283,-92.93172,6,null,null
44.89816,-92.92433,13,null,null
44.90739,-92.91759,3,null,null
44.93388,-92.8979,11,null,null
44.91316,-92.89764,10,null,null
44.89758,-92.88594,1,null,null
44.91298,-92.88498,4,null,null
44.89765,-92.8762,5,null,null
44.98319,-93.20142,63,71,null
44.99022,-93.12771,18,38,null
44.98847,-93.10238,64,59,null
44.97233,-93.05869,62,51,null
45.01931,-93.02571,30,null,null
45.02882,-93.00379,34,null,null
44.89495,-92.93927,4,null,null
44.89146,-92.88833,0,null,null
44.89508,-92.87682,1,null,null
44.99707,-92.871,11,null,null
45.01369,-93.17691,64,null,null
44.92177,-93.16281,61,57,null
44.92698,-93.13681,66,69,null
44.98627,-93.11342,45,41,null
44.94888,-93.0973,97,59,null
44.92604,-93.07947,70,48,null
44.9723,-93.0669,83,60,null
44.95297,-93.05635,56,55,null
44.96265,-93.04824,42,58,null
