latitude,longitude,walkscore,bikescore,transitscore
44.96469,-93.02257,43,54,null
44.96806,-93.01189,34,55,null
44.91161,-92.98249,16,null,null
44.89682,-92.97026,4,null,null
44.94109,-92.94709,41,null,null
44.94109,-92.94693,41,null,null
44.92287,-92.92792,31,null,null
44.91846,-92.92173,33,null,null
44.91469,-92.89911,14,null,null
44.9412,-92.89292,39,null,null
44.89144,-92.8855,0,null,null
44.91314,-92.88319,4,null,null
44.90142,-92.87347,6,null,null
44.89694,-92.86855,1,null,null
44.96316,-93.19248,69,67,null
44.94284,-93.18207,73,75,null
44.9336,-93.17759,73,72,null
44.91413,-93.16811,44,46,null
44.93095,-93.15696,68,70,null
44.94588,-93.14786,76,77,null
44.94025,-93.13167,90,69,null
44.94846,-93.12213,82,69,null
44.99081,-93.11945,15,29,null
44.92182,-93.10052,71,45,null
44.92326,-93.07084,28,26,null
44.94999,-93.0436,28,63,null
44.97075,-93.03536,40,42,null
44.96586,-93.01142,36,59,null
45.01931,-92.98235,37,null,null
45.01312,-92.98071,34,null,null
44.91176,-92.9737,27,null,null
44.96603,-92.97012,30,null,null
44.90746,-92.95994,13,null,null
45.01546,-92.95721,0,null,null
44.98611,-92.95574,1,null,null
44.97941,-92.94927,1,null,null
44.94466,-92.9479,35,null,null
44.89875,-92.93891,4,null,null
44.91683,-92.92172,29,null,null
44.93549,-92.89316,8,null,null
44.98665,-93.19728,63,63,null
44.98938,-93.1358,32,50,null
44.96017,-93.13021,76,70,null
44.9239,-93.12955,60,81,null
44.95765,-93.11661,86,83,null
44.92182,-93.10171,71,56,null
44.98842,-93.08229,28,59,null
44.96917,-93.07182,84,72,null
44.92017,-93.0621,5,21,null
44.96548,-93.03307,38,42,null
44.98487,-93.02043,59,64,null
44.96649,-93.01695,38,52,null
45.01413,-92.96238,8,null,null
45.01875,-92.9618,5,null,null
44.88404,-92.95088,7,null,null
44.98364,-92.94594,3,null,null
45.0341,-92.94249,0,null,null
44.92587,-92.90715,11,null,null
44.92128,-92.89072,10,null,null
44.93584,-93.1529,59,67,null
44.92111,-93.12957,30,59,null
44.96818,-92.97654,25,null,null
44.93835,-92.9762,26,null,null
44.9688,-92.95094,29,null,null
44.95977,-92.94845,27,null,null
44.89554,-92.92216,12,null,null
44.88027,-92.91791,1,null,null
44.9172,-92.89,8,null,null
44.9948,-92.87797,25,null,null
44.89835,-93.18383,21,41,null
44.94511,-93.15466,66,78,null
44.94348,-93.13929,81,71,null
44.97346,-93.12647,47,71,null
44.97761,-93.10215,65,56,null
44.97287,-93.05608,56,58,null
44.94684,-93.0359,25,42,null
44.97186,-93.02686,46,44,null
44.9839,-93.02271,57,62,null
45.0301,-93.00391,36,null,null
44.92181,-93.00004,6,null,null
44.89673,-92.97397,1,null,null
44.89938,-92.96521,11,null,null
45.0083,-92.96072,8,null,null
45.02407,-92.95617,1,null,null
44.94637,-92.9506,34,null,null
44.9612,-92.93202,22,null,null
44.92859,-92.92671,21,null,null
44.9461,-92.9168,48,null,null
44.91734,-92.91497,14,null,null
44.872,-92.91284,0,null,null
44.89875,-92.88753,2,null,null
44.91569,-92.88391,4,null,null
44.91472,-92.87918,6,null,null
44.93316,-93.19643,30,68,null
44.91622,-93.17378,55,52,null
44.92862,-93.1732,61,70,null
44.9436,-93.16529,78,77,null
44.95925,-93.15281,62,73,null
44.98515,-93.12648,27,44,null
44.93785,-93.11959,63,59,null
44.98264,-93.11284,45,48,null
44.93091,-93.09764,41,52,null
44.94884,-93.08999,97,70,null
44.98903,-93.07474,26,52,null
44.97936,-93.0697,78,55,null
44.95402,-93.03531,39,37,null
44.98814,-93.01786,58,64,null
44.98901,-92.97172,7,null,null
44.90094,-92.9684,11,null,null
44.90636,-92.94629,4,null,null
44.96091,-92.92058,1,null,null
44.90906,-92.91799,4,null,null
44.92323,-92.88143,7,null,null
44.95558,-93.20227,32,71,null
44.92991,-93.16734,71,69,null
44.906,-93.16077,58,59,null
44.94133,-93.14431,88,74,null
44.98225,-93.12723,26,51,null
44.97698,-93.11091,59,50,null
44.92395,-93.10438,58,65,null
44.96172,-93.08205,51,64,null
44.96285,-93.02202,41,56,null
44.95879,-93.01298,38,63,null
44.95944,-93.00504,42,64,null
44.91786,-93.00265,2,null,null
44.97956,-92.98843,19,null,null
44.90877,-92.97602,21,null,null
44.98516,-92.9627,5,null,null
45.01275,-92.96236,8,null,null
44.89637,-92.95726,4,null,null
44.93359,-92.95176,35,null,null
44.93645,-92.92193,30,null,null
44.9274,-92.91837,5,null,null
44.8725,-92.9121,0,null,null
44.92075,-92.88942,13,null,null
44.90316,-92.88606,4,null,null
44.89513,-92.88378,1,null,null
44.93409,-93.18371,69,71,null
44.97908,-93.13373,28,66,null
44.94541,-93.09977,96,76,null
44.93203,-93.09545,45,49,null
44.92733,-93.0832,71,46,null
44.97614,-93.07956,72,50,null
45.00436,-93.06791,5,null,null
44.9692,-93.06683,84,67,null
44.98458,-93.0445,43,64,null
44.99537,-93.02771,50,null,null
44.97012,-93.01832,41,48,null
44.91644,-92.9593,17,null,null
44.89838,-92.95243,5,null,null
45.0041,-92.9406,7,null,null
44.90681,-92.92451,4,null,null
44.87344,-92.91427,0,null,null
44.92502,-92.90722,12,null,null
44.93984,-93.16308,77,73,null
44.93169,-93.1585,66,69,null
44.92688,-93.15482,77,64,null
44.95671,-93.1404,81,67,null
44.92611,-93.13741,63,67,null
44.9207,-93.13,44,69,null
44.98924,-93.09933,33,55,null
44.97283,-93.05784,62,51,null
44.95415,-93.05079,39,null,null
44.99067,-93.04734,21,54,null
44.95016,-93.03453,43,42,null
45.03531,-93.0295,50,null,null
44.97685,-92.99892,15,null,null
45.00056,-92.9833,33,null,null
44.90943,-92.96842,23,null,null
44.9136,-92.95538,15,null,null
44.91887,-92.94817,31,null,null
44.89876,-92.93902,4,null,null
45.00575,-92.93761,2,null,null
44.91405,-92.93129,41,null,null
44.92189,-92.93031,58,null,null
44.90561,-92.91796,3,null,null
44.8984,-92.8869,1,null,null
44.93134,-93.18034,56,71,null
44.98872,-93.1556,57,56,null
44.93129,-93.15312,61,66,null
44.98721,-93.10703,71,61,null
44.99038,-93.04036,32,42,null
44.95688,-93.03773,36,37,null
45.03233,-93.03286,50,null,null
44.92508,-92.99815,12,null,null
44.94772,-92.99159,13,null,null
45.01043,-92.98204,37,null,null
44.95748,-92.9734,25,null,null
44.90827,-92.94018,12,null,null
44.94625,-92.91615,45,null,null
44.95282,-92.90755,8,null,null
44.91176,-92.87738,9,null,null
44.89589,-92.87429,3,null,null
44.91706,-93.18089,75,61,null
44.90264,-93.16675,66,73,null
44.93186,-93.16669,73,71,null
44.98731,-93.14543,63,66,null
44.96018,-93.13587,67,65,null
44.95852,-93.12983,80,71,null
44.94414,-93.12383,86,64,null
44.99835,-93.09167,27,null,null
44.97078,-93.08538,57,64,null
44.92229,-93.07057,21,22,null
44.95321,-92.98363,22,null,null
44.91004,-92.98354,11,null,null
44.89769,-92.95595,2,null,null
44.9526,-92.93574,29,null,null
44.88179,-92.92189,3,null,null
44.87293,-92.91613,0,null,null
44.95291,-92.90742,8,null,null
44.90942,-92.89487,3,null,null
44.92289,-92.89085,11,null,null
45.00841,-92.87676,9,null,null
44.89433,-92.87466,1,null,null
44.91861,-93.1733,56,58,null
44.94281,-93.14486,84,76,null
44.97298,-93.13971,38,71,null
44.94861,-93.12813,81,63,null
44.93903,-93.10114,67,70,null
44.99126,-93.07379,23,47,null
45.01664,-93.05657,16,null,null
44.97144,-93.05381,48,60,null
44.97743,-93.02869,55,54,null
44.97953,-93.02064,35,55,null
44.90015,-92.96722,10,null,null
44.97072,-92.96156,36,null,null
44.86919,-92.95471,0,null,null
44.8803,-92.91733,1,null,null
44.87343,-92.91644,0,null,null
44.90305,-92.89395,4,null,null
44.8983,-92.88592,1,null,null
44.89387,-92.8734,0,null,null
44.95022,-93.17485,70,77,null
44.9459,-93.15132,70,80,null
44.9451,-93.12976,85,65,null
44.97305,-93.11241,60,53,null
44.9776,-93.11072,59,50,null
44.93903,-93.10109,67,70,null
44.96274,-93.08234,64,70,null
44.96183,-93.08155,69,74,null
44.99093,-93.07718,22,50,null
44.9632,-93.07455,81,73,null
44.97638,-93.05062,61,71,null
44.96501,-93.0443,45,61,null
44.96561,-93.02914,45,47,null
44.94557,-93.0166,43,63,null
44.9548,-93.00748,44,70,null
45.00275,-92.98192,14,null,null
44.91896,-92.96123,43,null,null
44.90469,-92.95013,4,null,null
44.981,-92.94544,2,null,null
44.93767,-92.92085,35,null,null
44.89371,-92.90858,1,null,null
44.90864,-93.18909,33,60,null
44.94003,-93.1848,73,73,null
44.93359,-93.17989,72,72,null
44.91169,-93.17362,43,42,null
44.93251,-93.1684,67,69,null
44.9443,-93.12856,87,65,null
44.92463,-93.08793,46,35,null
44.99208,-93.08439,19,null,null
44.97552,-93.05915,70,58,null
44.97042,-93.05306,41,62,null
44.95112,-93.04266,19,57,null
45.00758,-93.02922,39,null,null
44.91381,-92.93015,21,null,null
44.87369,-92.91792,0,null,null
44.90116,-92.89616,6,null,null
44.90649,-92.89113,1,null,null
44.89444,-92.88779,1,null,null
44.89905,-92.88753,2,null,null
44.91496,-92.88532,7,null,null
44.9241,-93.1903,73,74,null
44.91261,-93.18601,72,63,null
44.91099,-93.17685,45,44,null
44.9568,-93.1583,84,79,null
44.98998,-93.14682,72,67,null
44.93459,-93.13176,63,55,null
44.97038,-93.12951,51,64,null
44.9361,-93.12835,72,62,null
44.97989,-93.11239,47,48,null
44.98438,-93.10796,67,56,null
45.02116,-93.05351,19,null,null
44.94862,-93.05283,51,67,null
44.97862,-93.01788,24,53,null
44.99436,-93.01159,30,null,null
44.97961,-92.98663,21,null,null
44.91241,-92.9806,20,null,null
44.87488,-92.97637,3,null,null
44.98179,-92.96995,3,null,null
45.00268,-92.9287,0,null,null
45.00709,-92.88117,17,null,null
44.90293,-92.87037,7,null,null
44.90839,-93.18771,48,69,null
44.96639,-93.17968,38,69,null
44.93244,-93.16449,72,70,null
44.96651,-93.16373,69,70,null
44.96527,-93.15687,55,62,null
44.93398,-93.15207,53,63,null
44.96324,-93.14391,55,65,null
44.96832,-93.14339,36,64,null
44.97262,-93.08582,54,60,null
45.00951,-93.0829,12,null,null
44.97934,-93.07172,76,54,null
44.95688,-93.03718,36,37,null
44.99929,-93.02793,32,null,null
44.99091,-93.01897,64,61,null
44.97169,-92.98471,53,null,null
44.94171,-92.97906,23,null,null
44.98169,-92.96982,3,null,null
44.97052,-92.96428,42,null,null
44.93877,-92.94542,42,null,null
44.93136,-92.933,44,null,null
44.93245,-92.89836,8,null,null
44.95475,-93.17049,85,75,null
44.92132,-93.16049,63,59,null
44.96516,-93.15902,59,65,null
44.95655,-93.15047,76,74,null
44.98401,-93.11759,39,40,null
44.96622,-93.0954,43,53,null
44.95157,-93.09106,95,56,null
44.97742,-93.06799,83,53,null
44.99513,-93.04813,22,null,null
44.98043,-93.04301,66,73,null
45.00008,-93.03708,30,null,null
45.00968,-93.02269,50,null,null
44.98374,-93.01948,48,61,null
44.9692,-93.01591,37,49,null
44.9592,-92.97129,35,null,null
44.90054,-92.97062,8,null,null
45.01499,-92.95975,7,null,null
44.90735,-92.9561,12,null,null
44.89198,-92.93243,5,null,null
44.91353,-92.93176,39,null,null
44.92499,-92.92628,24,null,null
44.93842,-92.88817,9,null,null
44.9191,-93.17477,59,58,null
44.90721,-93.16363,29,26,null
44.95671,-93.15032,76,74,null
44.97513,-93.14376,37,71,null
44.93062,-93.12822,60,75,null
44.98544,-93.12778,25,43,null
44.95384,-93.12689,84,77,null
44.96942,-93.1251,52,72,null
44.98441,-93.12015,36,44,null
44.98165,-93.11767,34,37,null
44.98341,-93.11481,45,40,null
44.97544,-93.08103,69,52,null
44.99121,-93.07485,22,48,null
44.99237,-93.06999,16,null,null
44.97024,-93.06265,79,71,null
44.96154,-93.02519,48,55,null
44.96977,-93.01652,39,49,null
44.9809,-93.00875,4,46,null
44.91608,-93.00502,5,33,null
44.93095,-92.99819,18,null,null
44.94208,-92.98802,29,null,null
44.89437,-92.9553,3,null,null
45.0169,-92.94894,0,null,null
44.92482,-92.9385,32,null,null
44.92468,-92.93111,53,null,null
44.9399,-92.89203,30,null,null
44.94956,-93.18851,55,71,null
44.91543,-93.183,77,60,null
44.96702,-93.17968,38,69,null
44.90054,-93.17877,56,58,null
44.95415,-93.1756,77,80,null
44.98667,-93.15795,51,57,null
44.9334,-93.15549,60,67,null
44.95928,-93.14108,70,63,null
44.98492,-93.13098,25,43,null
44.93617,-93.12807,70,59,null
44.92391,-93.10574,58,65,null
44.97582,-93.0754,82,53,null
44.97943,-93.05411,60,73,null
45.00851,-93.04688,34,null,null
44.92656,-93.01559,4,34,null
44.96371,-93.01248,39,62,null
44.97567,-92.99382,27,null,null
44.90131,-92.95199,7,null,null
44.92741,-92.92199,6,null,null
44.93906,-92.9159,41,null,null
44.92775,-92.90842,7,null,null
44.91561,-92.87603,4,null,null
44.93421,-93.1796,72,72,null
44.94925,-93.17119,79,77,null
44.90483,-93.16332,59,46,null
44.93244,-93.16322,71,69,null
44.92705,-93.15852,76,64,null
44.93247,-93.15243,55,67,null
44.93511,-93.1336,72,67,null
44.97328,-93.07707,82,48,null
44.98391,-93.06701,66,66,null
45.00506,-93.05023,24,null,null
45.00366,-93.04982,23,null,null
45.03633,-93.03292,42,null,null
44.99966,-92.98407,33,null,null
44.98181,-92.94851,2,null,null
44.96125,-92.94582,29,null,null
44.92304,-92.92957,55,null,null
44.93288,-92.92525,27,null,null
44.94248,-92.9166,43,null,null
44.93641,-92.91041,33,null,null
44.91665,-92.89016,12,null,null
44.89973,-92.88355,4,null,null
45.00315,-92.8781,40,null,null
44.94649,-93.1973,36,68,null
44.93404,-93.19332,45,82,null
44.9056,-93.18156,39,52,null
44.98219,-93.16661,66,60,null
45.00115,-93.09469,16,null,null
44.92638,-93.07501,61,45,null
44.98151,-93.07465,64,57,null
44.98091,-93.05662,57,73,null
44.94783,-93.03335,31,43,null
44.97999,-93.01732,25,55,null
44.95593,-93.00879,39,70,null
44.95521,-93.00572,49,70,null
44.86658,-92.96876,1,null,null
44.89201,-92.9625,5,null,null
44.89685,-92.9328,9,null,null
44.93383,-92.92073,16,null,null
45.03049,-92.90933,0,null,null
44.90492,-92.88765,2,null,null
44.99488,-92.87927,25,null,null
44.96639,-93.17275,63,72,null
44.90306,-93.159,42,54,null
44.96184,-93.15734,61,71,null
44.99066,-93.12772,18,38,null
44.93432,-93.12369,61,77,null
44.94133,-93.12002,72,71,null
44.97399,-93.10007,61,61,null
44.96518,-93.09287,38,55,null
44.95269,-93.06824,43,63,null
44.9768,-93.06467,81,56,null
44.99708,-93.03943,28,null,null
44.95873,-93.01915,47,56,null
44.94558,-93.01831,52,67,null
44.96695,-92.95304,34,null,null
44.91915,-92.95147,36,null,null
45.0138,-92.90888,0,null,null
44.93258,-92.8971,7,null,null
44.9103,-92.88377,5,null,null
44.93619,-93.18154,72,71,null
44.91149,-93.17664,45,44,null
44.9286,-93.16796,71,69,null
44.972,-93.14235,40,70,null
44.97481,-93.14067,41,74,null
44.94845,-93.13785,72,56,null
44.98266,-93.12271,27,52,null
44.93395,-93.11472,55,68,null
44.97524,-93.1137,56,53,null
45.003,-93.07738,18,null,null
44.99033,-93.07256,19,43,null
44.92499,-93.07057,36,31,null
45.01601,-93.05645,16,null,null
44.97523,-93.05062,56,70,null
44.95163,-93.03857,31,44,null
44.96043,-93.01267,33,64,null
44.97219,-92.99707,26,null,null
44.9565,-92.98922,17,null,null
45.01941,-92.9663,9,null,null
44.97152,-92.96141,29,null,null
45.02147,-92.95789,3,null,null
45.02233,-92.95657,1,null,null
44.90046,-92.87427,6,null,null
44.95115,-93.18877,56,71,null
44.93447,-93.1754,72,72,null
44.96008,-93.17491,78,81,null
44.93406,-93.17353,72,72,null
44.92451,-93.16909,62,64,null
44.97742,-93.16343,61,69,null
44.95669,-93.15859,84,79,null
44.96031,-93.15281,53,69,null
44.95761,-93.15093,70,73,null
44.96548,-93.14864,41,64,null
44.92059,-93.14605,45,52,null
44.99989,-93.09645,21,null,null
44.9945,-93.09555,36,null,null
44.94844,-93.08432,86,74,null
45.00904,-93.07022,2,null,null
44.94755,-93.05918,52,51,null
44.97941,-93.05682,64,75,null
44.95322,-93.03434,41,39,null
45.03366,-93.03434,38,null,null
44.97759,-93.02742,54,54,null
44.98816,-93.01555,45,56,null
44.92206,-93.01134,2,23,null
45.03018,-92.99922,14,null,null
44.91149,-92.98898,3,null,null
44.9132,-92.98682,4,null,null
44.97877,-92.98031,43,null,null
44.90773,-92.97693,6,null,null
45.00124,-92.97243,8,null,null
44.90647,-92.96109,9,null,null
44.95866,-92.94698,23,null,null
44.92207,-92.90912,11,null,null
44.90367,-93.18582,32,64,null
44.92182,-93.17079,53,61,null
44.92351,-93.16411,66,63,null
44.95015,-93.13525,70,58,null
44.92346,-93.10076,67,51,null
44.94853,-93.06171,53,51,null
44.99477,-93.05191,12,null,null
44.99454,-93.05081,13,null,null
45.00849,-93.04215,22,null,null
44.98737,-93.03312,56,52,null
44.94426,-93.02845,21,39,null
44.98853,-93.02073,67,65,null
44.93995,-93.01724,25,52,null
44.94772,-93.01321,63,75,null
44.98999,-93.01123,25,55,null
44.89408,-92.99226,0,null,null
44.9435,-92.988,25,null,null
44.95814,-92.97092,30,null,null
44.91049,-92.97061,23,null,null
45.01904,-92.96666,9,null,null
44.8956,-92.95544,3,null,null
44.90023,-92.95249,6,null,null
44.94483,-92.9488,36,null,null
44.93216,-92.92829,39,null,null
44.96542,-92.9099,0,null,null
44.93976,-92.89183,30,null,null
44.91842,-92.88817,13,null,null
44.90262,-92.88731,3,null,null
44.89279,-92.88386,1,null,null
44.92537,-92.87541,1,null,null
44.90064,-92.87434,6,null,null
44.94042,-93.18464,73,73,null
44.96639,-93.17268,63,72,null
44.93569,-93.15498,65,69,null
44.94751,-93.14296,75,64,null
44.94401,-93.14285,80,71,null
44.93488,-93.11911,55,79,null
44.98279,-93.07218,64,58,null
44.97866,-93.06363,76,64,null
44.98008,-93.06062,62,75,null
45.00764,-93.04892,26,null,null
45.0337,-93.03234,50,null,null
44.95878,-93.01341,38,63,null
44.90421,-93.00729,14,12,null
44.91177,-92.98062,18,null,null
44.90433,-92.97222,15,null,null
44.89992,-92.96054,9,null,null
44.96899,-92.95223,25,null,null
44.92215,-92.94653,19,null,null
44.92743,-92.9356,17,null,null
44.93623,-92.91993,24,null,null
44.91478,-92.8963,10,null,null
44.93194,-93.19746,26,67,null
44.91985,-93.17915,59,61,null
44.92694,-93.13036,70,73,null
44.97025,-93.12866,51,64,null
44.97666,-93.09961,57,65,null
45.00116,-93.09271,17,null,null
44.93347,-93.08245,77,45,null
44.98578,-93.07509,46,58,null
44.92274,-93.00658,1,27,null
45.02019,-92.97661,20,null,null
44.90735,-92.95639,12,null,null
44.89289,-92.95597,4,null,null
44.91304,-92.9309,35,null,null
44.99914,-92.92667,0,null,null
44.90117,-93.18345,43,67,null
44.98577,-93.15563,51,59,null
44.92585,-93.15348,75,64,null
44.9477,-93.12603,86,61,null
44.95063,-93.08758,94,75,null
44.92139,-93.08177,52,36,null
44.98007,-93.07639,66,52,null
44.98168,-93.07164,64,58,null
44.99531,-93.0408,30,null,null
44.96259,-93.00496,41,63,null
44.91862,-92.99774,2,null,null
44.91044,-92.99699,1,null,null
44.98651,-92.96614,9,null,null
44.98724,-92.95075,3,null,null
44.88667,-92.9493,10,null,null
44.88652,-92.8649,0,null,null
39.03706,-75.54928,8,null,null
44.96179,-93.174,75,80,null
44.9623,-93.15301,45,65,null
44.95944,-93.14047,70,63,null
44.92775,-93.13441,65,73,null
44.98573,-93.13205,19,44,null
44.99119,-93.03895,35,43,null
45.00669,-93.03197,36,null,null
44.98183,-93.02405,56,60,null
44.96798,-93.02358,49,46,null
44.9118,-92.97236,27,null,null
44.91546,-92.95788,24,null,null
44.98086,-92.95327,3,null,null
44.96899,-92.95295,29,null,null
44.97979,-92.94808,2,null,null
44.89487,-92.93908,4,null,null
44.91851,-92.89272,15,null,null
44.92531,-92.88023,3,null,null
44.90321,-92.87143,7,null,null
44.90383,-92.87131,9,null,null
44.90243,-93.18598,30,63,null
44.9461,-93.1818,72,77,null
44.96025,-93.17275,79,78,null
44.93272,-93.16437,72,70,null
44.9613,-93.16174,77,79,null
44.96093,-93.15842,71,76,null
44.92396,-93.13882,60,64,null
44.94569,-93.13781,81,64,null
44.93785,-93.13492,85,68,null
44.99113,-93.13434,33,46,null
44.99057,-93.13093,21,42,null
44.98069,-93.12346,29,56,null
44.92285,-93.09663,57,39,null
45.02269,-93.04568,12,null,null
45.03622,-93.03165,47,null,null
44.94627,-93.02631,44,47,null
44.94011,-93.00969,19,60,null
44.9267,-93.00233,19,null,null
44.95519,-92.98358,26,null,null
45.02175,-92.97584,21,null,null
44.97347,-92.95688,22,null,null
44.96696,-92.95129,34,null,null
45.03097,-92.94402,0,null,null
44.93537,-92.9296,62,null,null
44.89137,-92.92402,10,null,null
44.87296,-92.91655,0,null,null
44.872,-92.91122,0,null,null
44.90778,-93.18709,48,69,null
44.90898,-93.18643,45,69,null
44.94598,-93.17315,80,78,null
44.92386,-93.16583,62,63,null
44.96645,-93.15635,49,58,null
44.9623,-93.14785,46,66,null
44.93346,-93.08242,77,45,null
44.98376,-93.03307,48,50,null
44.98736,-93.02956,67,57,null
44.97906,-93.02056,35,55,null
44.96816,-93.01827,39,48,null
44.97892,-92.97272,3,null,null
44.89901,-92.95873,6,null,null
44.95526,-92.95222,25,null,null
44.91935,-92.95102,30,null,null
44.91919,-92.94721,31,null,null
44.94103,-92.89309,39,null,null
44.94347,-93.19493,35,76,null
44.93523,-93.15984,63,67,null
44.95326,-93.14811,72,75,null
44.96282,-93.14756,45,66,null
44.94517,-93.12974,87,65,null
44.94803,-93.12163,84,65,null
44.95123,-93.12124,78,75,null
44.9404,-93.11691,56,60,null
44.99384,-93.10159,48,null,null
44.97215,-93.09531,34,59,null
44.92499,-93.07042,36,31,null
44.95293,-93.06222,52,57,null
44.96296,-93.0592,69,66,null
44.95598,-93.0318,44,44,null
44.97408,-93.02666,46,48,null
44.91304,-93.0036,7,null,null
44.90634,-92.99838,1,null,null
44.97197,-92.98958,38,null,null
45.02632,-92.97631,18,null,null
44.9013,-92.96454,15,null,null
44.90186,-92.94813,5,null,null
44.93983,-92.94315,52,null,null
44.89753,-92.94182,4,null,null
44.87297,-92.91445,0,null,null
44.93054,-92.91196,7,null,null
44.93022,-92.87815,1,null,null
44.91186,-93.18493,63,57,null
44.91063,-93.17552,34,36,null
44.9218,-93.17065,53,61,null
44.98816,-93.15792,56,55,null
44.9872,-93.14355,50,73,null
44.9716,-93.13267,44,62,null
44.95222,-93.09375,95,53,null
44.98933,-93.07354,30,52,null
44.97935,-93.07005,77,54,null
44.93883,-93.00889,18,60,null
44.96728,-92.96347,51,null,null
44.9649,-92.96295,52,null,null
44.92862,-92.94846,5,null,null
44.9391,-92.94166,55,null,null
45.00008,-92.92849,0,null,null
44.89972,-92.91604,12,null,null
44.91506,-92.91283,14,null,null
44.91709,-92.90115,17,null,null
44.90006,-92.88488,3,null,null
44.95391,-93.20233,23,62,null
44.9544,-93.18063,74,82,null
44.924,-93.14117,59,63,null
44.9262,-93.1008,58,63,null
44.99564,-93.07823,12,null,null
44.95395,-93.06166,52,57,null
44.95384,-93.00775,57,71,null
44.90404,-92.97234,13,null,null
44.98921,-92.96897,10,null,null
44.98096,-92.96885,3,null,null
44.89499,-92.93454,7,null,null
44.92188,-92.92971,57,null,null
44.90634,-92.92164,3,null,null
44.87294,-92.91552,0,null,null
44.93396,-92.9006,14,null,null
44.90352,-92.87208,11,null,null
44.9325,-93.19361,41,81,null
44.98484,-93.16151,56,58,null
44.97626,-93.16096,49,76,null
44.92484,-93.1358,67,64,null
44.92445,-93.10393,60,68,null
44.98941,-93.10234,62,57,null
44.96168,-93.08329,47,58,null
44.92421,-93.07496,46,37,null
44.98486,-93.0402,47,60,null
44.96213,-93.03241,36,47,null
44.95874,-93.01611,49,64,null
44.97992,-93.00029,4,null,null
44.93091,-92.99587,14,null,null
44.99875,-92.96645,25,null,null
45.0241,-92.95793,1,null,null
44.90681,-92.95768,13,null,null
44.93559,-92.95268,32,null,null
44.94267,-92.94765,34,null,null
44.93546,-92.9263,23,null,null
44.944,-92.91998,56,null,null
44.92133,-92.90782,11,null,null
44.89417,-92.88402,1,null,null
44.9039,-93.16224,61,66,null
44.92687,-93.15351,75,64,null
44.92699,-93.13954,62,69,null
44.93075,-93.09009,65,56,null
44.97005,-93.08314,66,67,null
44.97035,-93.07156,86,73,null
44.99537,-93.06838,6,null,null
45.03147,-93.04808,17,null,null
44.99535,-93.04627,26,null,null
45.02888,-93.00232,24,null,null
45.00449,-92.98327,9,null,null
44.89156,-92.96208,5,null,null
44.91736,-92.95111,22,null,null
44.93474,-92.90976,21,null,null
44.89637,-92.88251,2,null,null
44.91697,-92.87965,5,null,null
45.00833,-92.87895,6,null,null
44.92388,-92.87548,1,null,null
44.94731,-93.17764,79,80,null
44.94746,-93.17644,79,80,null
44.91697,-93.1755,61,56,null
44.98718,-93.1589,51,56,null
44.95672,-93.14793,78,73,null
44.96947,-93.14262,40,65,null
44.94296,-93.14216,84,73,null
44.97157,-93.13519,38,58,null
44.93948,-93.13403,90,69,null
44.99025,-93.1038,65,61,null
44.95712,-93.06061,59,53,null
44.96227,-93.04932,41,61,null
44.9989,-93.03943,29,null,null
44.96783,-93.0341,41,37,null
44.90577,-93.00274,15,null,null
44.91368,-92.96085,20,null,null
44.9684,-92.95008,29,null,null
44.9391,-92.94302,56,null,null
44.90632,-92.93576,2,null,null
44.91356,-92.93051,35,null,null
44.93679,-92.92433,39,null,null
44.91361,-92.88622,6,null,null
45.02692,-92.85804,21,null,null
44.90051,-93.18169,48,67,null
44.91908,-93.15563,47,52,null
44.91839,-93.15417,43,50,null
44.97261,-93.14242,36,72,null
44.93798,-93.10965,70,78,null
44.98752,-93.10224,64,59,null
44.93031,-93.09952,34,46,null
44.9276,-93.07643,65,45,null
45.03233,-93.03237,50,null,null
44.95876,-93.01396,38,63,null
45.03229,-93.00292,27,null,null
45.00443,-92.98373,9,null,null
44.98577,-92.96585,9,null,null
44.90542,-92.9584,16,null,null
44.9752,-92.95722,14,null,null
44.96676,-92.95029,31,null,null
44.9022,-92.94982,6,null,null
44.90941,-92.93038,17,null,null
44.94064,-92.90196,48,null,null
45.00089,-92.89822,5,null,null
44.90458,-93.18448,34,65,null
44.9485,-93.17355,74,78,null
44.97187,-93.15752,39,57,null
44.96455,-93.15463,49,64,null
44.93791,-93.15428,74,73,null
44.95761,-93.15217,70,73,null
44.9298,-93.15028,64,68,null
44.98894,-93.13319,23,44,null
44.97488,-93.09514,40,63,null
44.99438,-93.06627,22,null,null
44.95592,-93.06189,61,54,null
44.97407,-93.04398,61,72,null
44.96041,-93.04157,42,56,null
44.96431,-93.02798,44,47,null
44.98042,-93.02443,49,57,null
44.9628,-93.02256,41,56,null
44.97011,-93.01055,22,53,null
44.90793,-93.00903,12,23,null
44.91054,-92.97575,23,null,null
45.00558,-92.97456,12,null,null
44.91752,-92.94689,25,null,null
45.01115,-92.90122,0,null,null
44.90278,-92.88718,3,null,null
44.92159,-92.88713,10,null,null
45.00821,-92.88127,17,null,null
44.89667,-92.87193,2,null,null
44.92698,-93.18917,61,72,null
44.95772,-93.14621,76,70,null
44.9811,-93.13578,27,64,null
44.97717,-93.13163,31,70,null
44.95349,-93.1219,85,83,null
44.96889,-93.07865,77,76,null
44.98929,-93.0704,34,50,null
45.02011,-93.06058,13,null,null
44.97896,-93.04045,69,71,null
45.00939,-93.02949,40,null,null
