No.,latitude,longitude
540,44.91828,-92.99684
541,45.00599,-93.07436
542,45.0278,-93.05876
543,45.0022,-93.06627
544,45.02916,-93.04917
545,44.90704,-93.0002
546,44.99379,-93.00985
547,45.00604,-93.06778
548,44.99663,-93.07991
549,45.00508,-93.07108
550,45.02129,-93.04598
551,44.91044,-92.99699
552,45.00436,-93.06791
553,45.01781,-93.05915
554,44.91509,-92.98661
555,44.99505,-93.08109
556,44.98271,-93.00227
557,44.92696,-92.9905
558,45.01891,-93.0656
559,44.92705,-92.99275
560,44.92987,-92.99828
561,44.93099,-93.00288
562,44.91149,-92.98898
563,44.91582,-92.99002
564,44.92868,-92.99942
565,44.91322,-92.99523
566,44.90662,-93.00082
567,44.91138,-92.9932
568,44.92666,-92.99156
569,44.99433,-93.05292
570,44.90741,-93.00182
571,45.03065,-93.05136
572,45.01616,-93.06093
573,44.91908,-92.99758
574,45.00377,-93.08452
575,45.03229,-93.00292
576,45.00849,-93.04215
577,44.99477,-93.05191
578,44.91018,-92.98799
579,44.90582,-92.99492
580,44.91313,-92.99658
581,44.98815,-92.99741
582,45.01601,-93.05645
583,45.03229,-93.05402
584,45.01479,-93.05716
585,44.99602,-93.06602
586,44.98806,-92.99803
587,45.00433,-93.0419
588,45.01628,-93.05645
589,44.9836,-93.00124
590,44.90577,-93.00274
591,44.99531,-93.00224
592,44.91702,-92.98603
593,44.99389,-93.08324
594,44.91413,-92.99869
595,44.89644,-92.99383
596,45.03579,-93.00674
597,45.03515,-93.00306
598,45.02116,-93.05351
599,44.92508,-92.99815
600,44.99675,-93.08746
601,44.91056,-92.99869
602,45.0186,-93.06114
603,45.02799,-93.06003
604,45.03079,-93.05258
605,44.91009,-93.00252
606,44.98704,-92.9957
607,44.99417,-93.07395
608,45.00042,-93.0726
609,45.00904,-93.07022
610,44.91427,-92.98996
611,45.032,-93.05425
612,44.9152,-92.98691
613,44.98376,-93.00048
614,44.89408,-92.99226
615,44.9056,-92.99854
616,45.01874,-93.06525
617,44.91657,-93.00307
618,44.91755,-92.98675
619,44.9128,-92.98846
620,44.90579,-92.99723
621,44.94721,-92.99859
622,44.98837,-93.01026
623,44.90634,-92.99838
624,45.03085,-93.05063
625,44.92619,-93.00315
626,44.9208,-92.99752
627,44.91862,-92.99774
628,44.92157,-92.99572
629,44.95321,-92.98363
630,44.95322,-92.98364
631,45.01904,-92.96679
632,45.01904,-92.96674
633,44.97071,-92.9557
634,44.9752,-92.95722
635,44.97217,-92.95555
636,44.96879,-92.95111
637,44.97222,-92.95552
638,45.0186,-92.96742
639,44.9688,-92.95094
640,44.96798,-92.95043
641,45.01904,-92.96666
642,44.96695,-92.95304
643,45.01784,-92.96813
644,44.97512,-92.95724
645,44.96976,-92.97719
646,44.98274,-92.97024
647,,
648,44.97735,-92.96257
649,44.9827,-92.97025
650,,
651,44.97987,-92.96795
652,44.95854,-92.97612
653,44.96899,-92.95295
654,44.9684,-92.95008
655,44.97286,-92.95483
656,44.98165,-92.96965
657,44.96798,-92.95093
658,45.01831,-92.9677
659,44.96975,-92.9772
660,44.9698,-92.95287
661,44.98169,-92.96982
662,44.9671,-92.9529
663,44.97097,-92.9557
664,44.96945,-92.9746
665,44.97039,-92.97561
666,44.97019,-92.97654
667,45.00258,-92.98248
668,44.98179,-92.96995
669,44.98444,-92.97002
670,44.95152,-92.97262
671,45.01923,-92.96712
672,44.96975,-92.9772
673,44.96788,-92.95199
674,45.01858,-92.96677
675,45.02071,-92.96777
676,44.9997,-92.97339
677,44.98256,-92.96913
678,44.96818,-92.97654
679,44.99965,-92.98428
680,45.01798,-92.96762
681,45.00275,-92.98192
682,45.00287,-92.9816
683,45.01828,-92.96684
684,45.00192,-92.97444
685,45.00665,-92.97334
686,44.99114,-92.95527
687,45.00629,-92.97237
688,45.02007,-92.95769
689,45.0192,-92.95812
690,45.00569,-92.96937
691,45.00449,-92.98327
692,44.99966,-92.98407
693,45.0029,-92.98181
694,45.00056,-92.9833
695,44.98096,-92.96885
696,45.00558,-92.97456
697,44.98066,-92.96842
698,45.01863,-92.96619
699,44.99965,-92.98432
700,45.01941,-92.9663
701,45.00179,-92.97151
702,45.01893,-92.96579
703,45.00075,-92.98351
704,44.95317,-92.94904
705,44.98402,-92.97313
706,44.98184,-92.96115
707,44.96788,-92.95199
708,45.00582,-92.97791
709,45.00054,-92.98324
710,45.00115,-92.98382
711,45.01832,-92.95738
712,45.00179,-92.97152
713,45.01804,-92.96583
714,45.02001,-92.95816
715,44.95559,-92.96784
716,44.98256,-92.96913
717,44.95038,-92.97203
718,44.97975,-92.96791
719,44.96808,-92.97515
720,44.9831,-92.97361
721,45.00115,-92.98382
722,44.97877,-92.98031
723,45.00193,-92.98104
724,45.00446,-92.98098
725,45.01879,-92.96389
726,44.96978,-92.97717
727,44.96934,-92.95009
728,,
729,45.00618,-92.97813
730,45.00124,-92.97243
731,45.01879,-92.96386
732,45.00027,-92.97306
733,45.00565,-92.97187
734,45.01994,-92.9577
735,44.96781,-92.9509
736,44.9744,-92.95117
737,45.00369,-92.98331
738,44.95583,-92.9679
739,45.02054,-92.96537
740,45.01742,-92.95708
741,44.95798,-92.97219
742,45.0196,-92.96516
743,44.98181,-92.94851
744,44.96696,-92.95129
745,44.98272,-92.97438
746,45.00369,-92.98308
747,44.95641,-92.96687
748,44.9612,-92.9821
749,44.96697,-92.95146
750,44.98201,-92.96616
751,45.00077,-92.97443
752,44.98183,-92.97287
753,44.96695,-92.95263
754,44.97644,-92.9626
755,45.00148,-92.98375
756,44.95346,-92.97584
757,45.01728,-92.95747
758,45.02025,-92.98126
759,44.96648,-92.95131
760,44.95316,-92.94901
761,45.00425,-92.98373
762,45.01406,-92.98269
763,45.02001,-92.95816
764,44.97565,-92.9613
765,44.96316,-92.96785
766,44.9592,-92.97129
767,45.0043,-92.97725
768,44.96927,-92.96446
769,45.01863,-92.96384
770,45.00616,-92.97813
771,44.96728,-92.96347
772,44.95665,-92.98358
773,45.00421,-92.97963
774,44.96862,-92.96751
775,44.97384,-92.96112
776,44.95475,-92.96883
777,45.01546,-92.95721
778,44.97315,-92.96286
779,44.97406,-92.96058
780,44.95772,-92.97243
781,44.95002,-92.97261
782,44.96965,-92.95264
783,44.98683,-92.97139
784,45.02023,-92.98025
785,44.99864,-92.97607
786,44.99603,-92.95443
787,44.97037,-92.96654
788,44.96899,-92.95223
789,44.9649,-92.96295
790,44.95519,-92.9524
791,44.96896,-92.95187
792,45.00443,-92.98373
793,44.97671,-92.96242
794,44.98683,-92.97139
795,44.95519,-92.98358
796,44.95559,-92.97616
797,44.98683,-92.97139
798,44.97733,-92.97437
799,44.9736,-92.95141
800,44.96565,-92.9511
801,44.95383,-92.96932
802,44.96676,-92.95029
803,45.00513,-92.97662
804,44.98683,-92.97139
805,44.96328,-92.97635
806,44.96562,-92.9511
807,44.96641,-92.95108
808,44.95038,-92.9705
809,44.95814,-92.97092
810,44.95364,-92.97275
811,44.96227,-92.98142
812,44.9661,-92.95135
813,45.02175,-92.97584
814,44.97365,-92.95344
815,44.96131,-92.96844
816,44.98683,-92.97139
817,44.96491,-92.9656
818,45.02317,-92.98221
819,44.96796,-92.96568
820,44.95884,-92.97092
821,44.95555,-92.97184
822,44.98237,-92.95853
823,44.99877,-92.96769
824,44.96071,-92.96718
825,44.95663,-92.95336
826,45.01844,-92.98397
827,44.97052,-92.96428
828,45.00344,-92.9627
829,44.95903,-92.96785
830,45.00351,-92.95919
831,44.9689,-92.96632
832,44.96538,-92.96655
833,44.99124,-92.97405
834,44.96794,-92.96762
835,44.95919,-92.96947
836,44.96314,-92.97983
837,44.98674,-92.96615
838,44.98683,-92.97139
839,45.01495,-92.98126
840,45.00141,-92.9699
841,44.95748,-92.9734
842,44.96976,-92.96798
843,45.01312,-92.98071
844,45.00469,-92.96386
845,45.0071,-92.96221
846,44.98659,-92.96897
847,44.96821,-92.97324
848,44.95356,-92.96551
849,44.98147,-92.97383
850,45.01906,-92.97793
851,44.98516,-92.9627
852,44.95361,-92.96546
853,44.98826,-92.95217
854,45.02233,-92.95657
855,45.02147,-92.95789
856,45.00517,-92.96269
857,45.00815,-92.96063
858,44.98003,-92.96373
859,45.00778,-92.96202
860,44.9592,-92.96785
861,44.95507,-92.97295
862,44.98403,-92.94713
863,44.98244,-92.97691
864,45.00145,-92.96656
865,44.99875,-92.96645
866,44.97052,-92.96438
867,45.01492,-92.95616
868,44.98905,-92.97434
869,44.9585,-92.9746
870,45.00432,-92.9748
871,44.97347,-92.95688
872,44.9783,-92.97163
873,44.98921,-92.96897
874,44.95608,-92.9689
875,44.96499,-92.97926
876,45.01975,-92.9821
877,45.02468,-92.9583
878,44.97169,-92.98471
879,44.98558,-92.98459
880,44.98651,-92.96614
881,44.95383,-92.96755
882,44.98018,-92.97228
883,44.95525,-92.95224
884,44.97057,-92.98013
885,45.02438,-92.95781
886,45.0241,-92.95793
887,44.9823,-92.9569
888,44.98577,-92.96585
889,44.97969,-92.96121
890,44.97944,-92.98161
891,45.00209,-92.96927
892,44.98916,-92.9683
893,45.01418,-92.95074
894,45.01931,-92.98235
895,45.00547,-92.96359
896,44.96329,-92.97821
897,44.98429,-92.95623
898,44.98184,-92.97481
899,44.99271,-92.95664
900,44.96337,-92.97123
901,44.98731,-92.96631
902,44.97363,-92.95137
903,45.0231,-92.9553
904,44.96352,-92.97089
905,44.98283,-92.96797
906,45.01924,-92.95534
907,44.98571,-92.96756
908,44.9765,-92.95079
909,44.98377,-92.96199
910,44.98981,-92.95932
911,44.98885,-92.97258
912,44.97336,-92.95541
913,44.95526,-92.95222
914,44.97367,-92.95394
915,44.96821,-92.97324
916,44.97812,-92.97387
917,45.01499,-92.95975
918,44.98404,-92.96585
919,44.98857,-92.95079
920,45.025,-92.97303
921,44.96825,-92.96225
922,44.96425,-92.97727
923,44.97443,-92.95107
924,44.98714,-92.96896
925,44.97052,-92.96423
926,44.97344,-92.95124
927,44.96733,-92.97308
928,44.98401,-92.96491
929,44.9826,-92.94643
930,45.02042,-92.95491
931,44.97694,-92.95261
932,45.00831,-92.96065
933,45.02617,-92.97972
934,45.01275,-92.96236
935,44.96821,-92.97324
936,45.01668,-92.97607
937,44.98364,-92.94594
938,44.97479,-92.9555
939,44.98075,-92.97228
940,44.98901,-92.97172
941,44.96603,-92.97012
942,44.97994,-92.96099
943,44.99317,-92.94755
944,44.97072,-92.96156
945,44.97713,-92.95691
946,45.016,-92.95618
947,44.97992,-92.96122
948,44.98256,-92.94842
949,44.98155,-92.94992
950,44.98301,-92.94593
951,44.98083,-92.95632
952,45.02597,-92.97898
953,45.02312,-92.9558
954,44.97892,-92.97272
955,44.98004,-92.95776
956,45.0055,-92.96139
957,45.01459,-92.96012
958,45.01043,-92.98204
959,45.0083,-92.96072
960,44.97248,-92.94984
961,44.98364,-92.94453
962,45.02407,-92.95617
963,45.02894,-92.98296
964,45.02537,-92.95639
965,44.97536,-92.95165
966,44.98915,-92.96707
967,44.97597,-92.94963
968,44.98335,-92.9541
969,44.98086,-92.95327
970,44.97152,-92.96141
971,45.02525,-92.9561
972,44.98724,-92.95075
973,45.01267,-92.95574
974,45.01875,-92.9618
975,44.97595,-92.94986
976,44.98955,-92.95101
977,45.01237,-92.96066
978,45.02671,-92.981
979,44.9875,-92.94752
980,45.01413,-92.96238
981,44.98951,-92.96209
982,45.00356,-92.97524
983,44.97979,-92.94808
984,44.98234,-92.97745
985,45.0113,-92.96357
986,44.95528,-92.95218
987,45.00874,-92.96301
988,44.9663,-92.97287
989,44.99259,-92.95216
990,45.02411,-92.9834
991,44.9887,-92.94727
992,45.01508,-92.94905
993,44.9711,-92.95426
994,45.02289,-92.95541
995,45.01875,-92.9618
996,44.97557,-92.94832
997,44.96632,-92.97573
998,44.97852,-92.94631
999,44.9818,-92.97805
1000,44.98604,-92.97604
1001,44.95441,-92.94286
1002,44.97941,-92.94927
1003,44.97921,-92.95035
1004,44.9548,-92.97985
1005,44.95441,-92.94387
1006,44.97609,-92.97769
1007,44.9898,-92.95562
1008,45.02019,-92.97661
1009,44.99265,-92.94896
1010,44.96587,-92.97154
1011,44.97763,-92.98068
1012,45.01867,-92.951
1013,44.95977,-92.94845
1014,45.01551,-92.95287
1015,45.02632,-92.97631
1016,44.981,-92.94544
1017,44.97146,-92.97372
1018,44.96756,-92.94779
1019,45.0173,-92.95072
1020,44.98611,-92.95574
1021,44.96061,-92.95055
1022,44.96125,-92.94582
1023,44.96119,-92.94545
1024,44.9604,-92.94107
1025,44.95866,-92.94698
1026,44.96124,-92.94576
1027,45.0169,-92.94894
1028,44.96333,-92.95134
1029,44.95783,-93.13163
1030,44.94951,-93.13971
1031,,
1032,44.96817,-93.10215
1033,44.96095,-93.11846
1034,44.9748,-93.11115
1035,44.94888,-93.11476
1036,44.95747,-93.07893
1037,44.99325,-93.12344
1038,44.93071,-93.14975
1039,44.93071,-93.14975
1040,44.9666,-93.12244
1041,44.96728,-93.15558
1042,44.93071,-93.14975
1043,44.93896,-93.1126
1044,44.98721,-93.10703
1045,44.9666,-93.12244
1046,44.98341,-93.11481
1047,44.94888,-93.0973
1048,44.95835,-93.12858
1049,44.97448,-93.09804
1050,44.9697,-93.10243
1051,44.96769,-93.07543
1052,44.97245,-93.10584
1053,44.93071,-93.14975
1054,44.98302,-93.06265
1055,44.93071,-93.14975
1056,44.99184,-93.10967
1057,44.98924,-93.09933
1058,44.98388,-93.11362
1059,44.965,-93.14298
1060,44.93755,-93.14698
1061,44.98262,-93.11075
1062,44.9435,-93.11002
1063,44.95549,-93.04722
1064,44.93071,-93.14975
1065,44.9666,-93.12244
1066,44.94538,-93.01245
1067,44.97025,-93.05679
1068,44.96518,-93.09287
1069,44.9566,-93.06112
1070,44.93075,-93.09009
1071,44.97467,-93.0942
1072,44.95806,-93.12664
1073,44.93071,-93.14975
1074,44.97865,-93.06777
1075,44.95937,-93.14929
1076,44.96649,-93.01695
1077,44.97187,-93.15752
1078,44.94961,-93.09869
1079,44.93171,-93.11972
1080,44.96342,-93.0762
1081,44.97024,-93.06265
1082,44.95765,-93.11661
1083,44.94899,-93.09752
1084,44.97018,-93.07225
1085,44.94999,-93.0436
1086,44.95549,-93.04722
1087,44.96875,-93.04264
1088,44.97551,-93.0637
1089,44.92421,-93.07496
1090,44.95592,-93.06189
1091,44.95549,-93.04722
1092,44.96501,-93.04483
1093,44.95655,-93.13095
1094,44.95837,-93.01345
1095,44.93071,-93.14975
1096,44.96406,-93.16699
1097,44.95798,-93.11636
1098,44.93071,-93.14975
1099,44.9435,-93.11002
1100,44.95937,-93.14929
1101,44.94035,-93.15957
1102,44.94927,-93.09489
1103,44.96188,-93.15123
1104,44.96503,-93.0916
1105,44.92033,-93.07732
1106,44.94961,-93.09869
1107,44.98735,-93.02685
1108,44.93527,-93.11866
1109,44.92999,-93.15028
1110,44.95675,-93.07659
1111,44.96301,-93.0288
1112,44.93523,-93.11224
1113,44.93152,-93.10006
1114,44.95013,-93.14373
1115,44.96801,-93.08284
1116,44.92955,-93.08746
1117,44.95123,-93.12124
1118,44.96928,-93.12447
1119,44.95014,-93.13815
1120,44.93348,-93.08246
1121,44.98374,-93.1146
1122,44.93161,-93.09936
1123,44.98942,-93.11817
1124,44.96034,-93.00504
1125,44.96154,-93.02519
1126,44.92285,-93.09663
1127,44.97783,-93.11473
1128,44.94961,-93.09869
1129,44.97427,-93.14303
1130,,
1131,44.99454,-93.05081
1132,44.95944,-93.00504
1133,44.93753,-93.10964
1134,44.92504,-93.10054
1135,44.93071,-93.14975
1136,44.96924,-93.06244
1137,44.96125,-93.00504
1138,44.98924,-93.09933
1139,44.98838,-93.0981
1140,44.96552,-93.09385
1141,44.97008,-93.09567
1142,44.96382,-93.02393
1143,44.94541,-93.09977
1144,44.95056,-93.0567
1145,44.94795,-93.10911
1146,,
1147,44.9039,-93.16224
1148,44.96564,-93.04882
1149,44.99184,-93.10967
1150,44.92999,-93.15028
1151,44.90437,-93.16231
1152,44.99162,-93.13364
1153,44.96496,-93.05285
1154,44.93071,-93.14975
1155,44.96775,-93.03638
1156,44.94082,-93.11654
1157,44.95955,-93.13542
1158,44.98474,-93.0865
1159,44.95349,-93.1219
1160,44.95937,-93.14929
1161,44.94793,-93.11269
1162,44.98374,-93.02291
1163,44.95944,-93.00504
1164,44.9669,-93.01655
1165,44.9711,-93.14304
1166,44.95655,-93.151
1167,44.98882,-93.12012
1168,44.96125,-93.00504
1169,44.91974,-93.13623
1170,44.93523,-93.11224
1171,44.97234,-93.1585
1172,44.98458,-93.11352
1173,44.97228,-93.13727
1174,44.95674,-93.12286
1175,44.92323,-93.06871
1176,44.9723,-93.0669
1177,44.94468,-93.01408
1178,44.96847,-93.11695
1179,44.96716,-93.10877
1180,44.95718,-93.05009
1181,,
1182,44.90388,-93.16279
1183,44.92839,-93.09373
1184,44.94961,-93.09869
1185,44.956,-93.07122
1186,44.94961,-93.09869
1187,44.96278,-93.13037
1188,44.97759,-93.06707
1189,44.97551,-93.06531
1190,44.95675,-93.07659
1191,,
1192,44.98942,-93.11817
1193,44.94888,-93.11476
1194,44.96301,-93.02873
1195,44.95991,-93.17686
1196,44.94961,-93.09869
1197,44.93961,-93.10851
1198,44.97135,-93.14098
1199,44.92229,-93.07057
1200,44.96223,-93.12756
1201,44.95845,-93.12881
1202,44.90403,-93.16324
1203,44.97863,-93.01639
1204,44.96952,-93.12144
1205,44.93523,-93.11224
1206,44.93156,-93.09259
1207,44.97371,-93.09407
1208,44.97705,-93.11219
1209,44.9692,-93.06683
1210,44.94559,-93.11654
1211,44.94961,-93.09869
1212,44.94927,-93.09489
1213,44.93168,-93.12688
1214,44.97371,-93.09407
1215,44.96034,-93.00504
1216,44.97591,-93.06023
1217,44.9638,-93.0244
1218,44.95017,-93.13431
1219,44.95745,-93.14108
1220,44.96766,-93.10771
1221,44.9682,-93.08258
1222,44.94961,-93.09869
1223,44.93529,-93.11685
1224,44.97661,-93.11091
1225,44.97025,-93.12866
1226,44.99184,-93.10967
1227,44.95655,-93.15272
1228,44.95768,-93.03748
1229,44.94492,-93.01351
1230,,
1231,44.96798,-93.02358
1232,44.96361,-93.17439
1233,44.9404,-93.11691
1234,44.94626,-93.01468
1235,44.97315,-93.07177
1236,44.97641,-93.00914
1237,44.96301,-93.02827
1238,44.96986,-93.11347
1239,44.97547,-93.0679
1240,44.96034,-93.00504
1241,44.95675,-93.07659
1242,44.96418,-93.02259
1243,44.95322,-93.13882
1244,44.96301,-93.02926
1245,44.94082,-93.11654
1246,44.94961,-93.09869
1247,44.95845,-93.12881
1248,44.97002,-93.08574
1249,44.92952,-93.14169
1250,44.96783,-93.0341
1251,44.92947,-93.06996
1252,,
1253,44.96831,-93.11318
1254,44.95666,-93.0595
1255,44.95402,-93.14249
1256,44.96485,-93.03134
1257,44.96917,-93.11633
1258,,
1259,,
1260,44.92017,-93.0621
1261,44.9894,-93.11816
1262,44.96935,-93.10829
1263,44.95675,-93.07659
1264,44.94961,-93.09869
1265,,
1266,44.99184,-93.10967
1267,44.97323,-93.04807
1268,44.95549,-93.04722
1269,44.92604,-93.07947
1270,44.97966,-93.02564
1271,,
1272,44.97097,-93.14255
1273,44.9716,-93.13267
1274,44.93347,-93.08244
1275,44.95845,-93.12881
1276,44.94927,-93.09489
1277,44.95231,-93.05668
1278,44.90952,-93.14756
1279,44.94779,-93.03057
1280,44.97523,-93.07635
1281,44.92803,-93.08154
1282,44.95118,-93.08949
1283,44.92676,-93.10057
1284,44.96476,-93.0685
1285,44.91974,-93.13282
1286,44.95944,-93.00504
1287,44.92414,-93.07008
1288,44.97521,-93.0965
1289,44.93523,-93.11224
1290,44.95776,-93.04341
1291,44.9832,-93.10284
1292,44.94559,-93.11626
1293,44.98053,-93.10876
1294,44.97234,-93.1585
1295,44.9666,-93.12244
1296,44.96395,-93.00424
1297,44.97011,-93.02447
1298,44.96395,-93.00424
1299,44.92247,-93.07092
1300,44.94559,-93.11654
1301,44.9638,-93.07876
1302,44.96225,-93.05263
1303,44.97187,-93.15752
1304,44.96327,-93.01834
1305,44.94961,-93.09869
1306,44.97467,-93.0942
1307,44.99096,-93.10868
1308,44.93346,-93.08242
1309,44.92013,-93.13631
1310,44.97372,-93.11218
1311,44.96224,-93.12198
1312,44.96319,-93.04206
1313,,
1314,44.97683,-93.0293
1315,,
1316,44.92803,-93.0976
1317,44.9632,-93.07455
1318,44.93154,-93.09249
1319,44.96727,-93.1565
1320,44.97595,-93.05814
1321,44.9662,-93.09618
1322,44.96691,-93.01657
1323,44.95477,-93.04132
1324,44.96933,-93.01441
1325,44.98816,-93.01555
1326,44.96549,-93.15237
1327,44.95671,-93.14138
1328,44.92522,-93.13396
1329,44.98151,-93.07465
1330,44.95121,-93.13853
1331,44.96693,-93.02324
1332,44.96926,-93.05777
1333,44.92463,-93.0738
1334,44.92502,-93.10175
1335,44.97041,-93.05394
1336,44.97467,-93.0942
1337,44.92916,-93.13642
1338,44.9833,-93.07642
1339,44.98481,-93.02857
1340,44.96875,-93.04264
1341,44.92488,-93.1385
1342,44.95121,-93.14262
1343,44.9628,-93.13603
1344,44.95944,-93.00504
1345,,
1346,44.95576,-93.05913
1347,44.95745,-93.13311
1348,44.97863,-93.07121
1349,44.96976,-93.01622
1350,44.96462,-93.14952
1351,44.97935,-93.07005
1352,44.9435,-93.11002
1353,44.96395,-93.00424
1354,44.98381,-93.07595
1355,44.97745,-93.05718
1356,44.9768,-93.06467
1357,44.906,-93.16077
1358,44.9669,-93.01653
1359,44.98127,-93.10151
1360,,
1361,44.97125,-93.11116
1362,44.94871,-93.17441
1363,44.97514,-93.08647
1364,44.97363,-93.10235
1365,44.975,-93.09911
1366,,
1367,44.95775,-93.04788
1368,44.9264,-93.07431
1369,44.96877,-93.08128
1370,44.95668,-93.15882
1371,44.96936,-93.09462
1372,44.92344,-93.09905
1373,44.92445,-93.10393
1374,44.95685,-93.04861
1375,44.96327,-93.01152
1376,44.98679,-93.02265
1377,44.93347,-93.08245
1378,44.97762,-93.10245
1379,44.99,-93.11852
1380,44.95852,-93.12858
1381,44.98657,-93.07226
1382,44.97996,-93.10579
1383,44.93205,-93.08733
1384,44.97005,-93.08314
1385,44.97279,-93.02165
1386,44.916,-93.07605
1387,44.98032,-93.10578
1388,44.92503,-93.07498
1389,44.97861,-93.07032
1390,44.98401,-93.01555
1391,44.98502,-93.12722
1392,44.98465,-93.02979
1393,44.95776,-93.04708
1394,44.98438,-93.10796
1395,44.98736,-93.02925
1396,44.95549,-93.04722
1397,44.96206,-93.12634
1398,44.94496,-93.095
1399,44.97283,-93.05784
1400,44.94772,-93.01321
1401,44.96456,-93.09689
1402,44.96229,-93.02746
1403,44.95873,-93.01943
1404,44.96095,-93.11846
1405,44.98168,-93.07164
1406,44.96682,-93.0165
1407,44.97896,-93.1047
1408,44.96762,-93.11092
1409,44.95655,-93.15226
1410,44.96318,-93.03009
1411,44.96917,-93.07182
1412,44.93264,-93.15159
1413,44.9544,-93.17325
1414,44.9436,-93.16529
1415,44.98995,-93.10715
1416,44.97191,-93.05947
1417,44.97025,-93.05543
1418,44.97371,-93.09407
1419,44.92212,-93.0841
1420,44.96501,-93.02985
1421,44.97855,-93.07958
1422,44.98947,-93.02271
1423,44.9415,-93.11482
1424,44.95672,-93.14434
1425,44.95876,-93.01396
1426,44.96974,-93.05617
1427,44.92527,-93.13077
1428,44.94927,-93.09489
1429,44.97397,-93.10054
1430,,
1431,44.97492,-93.07475
1432,44.97588,-93.0648
1433,44.9451,-93.12976
1434,44.96125,-93.00504
1435,44.96752,-93.01549
1436,44.95233,-93.13952
1437,44.97316,-93.06856
1438,44.98814,-93.01928
1439,44.97556,-93.12012
1440,44.97191,-93.06363
1441,44.97371,-93.09407
1442,44.90606,-93.15378
1443,44.97108,-93.0522
1444,,
1445,44.92669,-93.07941
1446,44.98882,-93.12012
1447,44.96561,-93.02914
1448,44.97565,-93.1123
1449,44.93328,-93.11578
1450,44.96459,-93.1808
1451,44.99184,-93.10967
1452,44.9702,-93.08456
1453,44.95123,-93.12124
1454,44.96811,-93.11092
1455,44.97268,-93.13658
1456,44.97262,-93.08582
1457,44.98847,-93.10238
1458,44.98117,-93.11052
1459,44.96418,-93.01581
1460,44.9223,-93.14255
1461,44.9802,-93.10876
1462,44.97194,-93.05135
1463,44.96182,-93.05065
1464,44.97743,-93.0276
1465,44.95014,-93.04911
1466,44.95944,-93.00504
1467,44.95937,-93.14929
1468,44.95686,-93.0291
1469,44.96318,-93.13446
1470,44.90235,-93.16055
1471,44.98434,-93.08674
1472,44.96183,-93.08155
1473,44.92574,-93.10426
1474,44.96466,-93.00841
1475,44.97328,-93.07707
1476,44.953,-93.06363
1477,44.9915,-93.10885
1478,44.94729,-93.14207
1479,44.97638,-93.05062
1480,44.95493,-93.16969
1481,44.99026,-93.13432
1482,44.97371,-93.09407
1483,44.98998,-93.02956
1484,44.94803,-93.12163
1485,44.95944,-93.00504
1486,44.9605,-93.02046
1487,44.98027,-93.06831
1488,44.98615,-93.01989
1489,44.98706,-93.15721
1490,44.95395,-93.06166
1491,44.97764,-93.11473
1492,44.95712,-93.06061
1493,44.96691,-93.01657
1494,44.97538,-93.03849
1495,44.96395,-93.00424
1496,44.97936,-93.0697
1497,44.95853,-93.00486
1498,44.92979,-93.09874
1499,44.9732,-93.05344
1500,44.9477,-93.12603
1501,44.96015,-93.10465
1502,44.95293,-93.06222
1503,,
1504,44.96875,-93.04264
1505,44.96125,-93.00504
1506,44.97035,-93.07156
1507,44.97024,-93.06473
1508,44.97024,-93.0622
1509,44.95853,-93.00486
1510,44.97064,-93.11116
1511,44.97294,-93.12875
1512,44.97667,-93.08288
1513,44.98836,-93.06676
1514,44.98374,-93.02259
1515,44.9262,-93.1008
1516,44.95878,-93.01341
1517,44.96709,-93.01126
1518,44.97684,-93.03017
1519,44.95297,-93.05635
1520,44.99045,-93.07378
1521,44.94961,-93.09869
1522,44.92505,-93.0756
1523,44.95671,-93.1404
1524,44.93791,-93.15428
1525,44.97045,-93.10829
1526,44.92063,-93.13878
1527,44.92966,-93.10345
1528,44.99184,-93.10967
1529,44.96806,-93.01189
1530,44.9294,-93.08834
1531,,
1532,44.9581,-93.17982
1533,44.98933,-93.07354
1534,44.97427,-93.0385
1535,44.98945,-93.12774
1536,44.95054,-93.17375
1537,44.96505,-93.01461
1538,44.95879,-93.01298
1539,44.96034,-93.00504
1540,44.96229,-93.02673
1541,44.99184,-93.10967
1542,44.96316,-93.13303
1543,44.97501,-93.0097
1544,44.98627,-93.11342
1545,44.95235,-93.13063
1546,44.96034,-93.00504
1547,44.96973,-93.02329
1548,44.98186,-93.01801
1549,44.96125,-93.00504
1550,44.96822,-93.01294
1551,44.97401,-93.10459
1552,44.94761,-93.11269
1553,44.9704,-93.0631
1554,44.99454,-93.05081
1555,44.96507,-93.01403
1556,44.98487,-93.02043
1557,44.97287,-93.05608
1558,44.9202,-93.07157
1559,,
1560,44.94717,-93.14209
1561,44.94496,-93.095
1562,44.94503,-93.15426
1563,44.9673,-93.10221
1564,44.95762,-93.1305
1565,44.92499,-93.07042
1566,44.93689,-93.11687
1567,44.97645,-93.0642
1568,44.97407,-93.04398
1569,44.97819,-93.06721
1570,44.97758,-93.06851
1571,44.99032,-93.07142
1572,44.9581,-93.17982
1573,44.97836,-93.11241
1574,44.9415,-93.11467
1575,44.96312,-93.05696
1576,44.9727,-93.13065
1577,44.95032,-93.08563
1578,44.97024,-93.0619
1579,44.97582,-93.0754
1580,44.96174,-93.08001
1581,44.93127,-93.12562
1582,44.90232,-93.15996
1583,44.97594,-93.05121
1584,44.95144,-93.09396
1585,44.96682,-93.0165
1586,44.98736,-93.02956
1587,44.97206,-93.13309
